nearend_speaker,nearend_wav_path,nearend_wav_path_noisy,farend_speaker,farend_wav_path,farend_wav_path_noisy,ser,is_farend_nonlinear,is_farend_noisy,is_nearend_noisy,split,fileid,nearend_scale
reader_04890,clean_fileid_8959.wav,book_02609_chp_0001_reader_04890_15_GDUP2Q48jNM-door_Freesound_validated_470511_14-k8TZVk1Pu9E_snr23_fileid_8959.wav,reader_09758,clean_fileid_8918.wav,book_09118_chp_0016_reader_09758_10_munching_Freesound_validated_170467_1-ysrbMk0v9rk-Bvztr3Gmk-w_snr3_fileid_8918.wav,5,1,1,1,train,4814,0.7946410396947292
reader_03915,clean_fileid_737.wav,book_01467_chp_0004_reader_03915_4_QyeI08oai_o-CfjztuvDEbY-B6mfbooxPtM_snr39_fileid_737.wav,reader_06672,clean_fileid_10301.wav,book_00677_chp_0022_reader_06672_10_4KhjG8vSw-w-HKvJFUPKIkU-JyO0EjcO7VY_snr28_fileid_10301.wav,-5,0,0,0,train,4815,0.6211992481645106
reader_05749,clean_fileid_6867.wav,book_08240_chp_0018_reader_05749_35_0s206SVDmG0-WNTYXrkIcNQ-door_Freesound_validated_458454_1_snr12_fileid_6867.wav,reader_09267,clean_fileid_6090.wav,book_09791_chp_0010_reader_09267_1_squeak_squeakyChair_Freesound_validated_447467_1-KUk_TgnzuD4-SOwPKA1TBrA_snr28_fileid_6090.wav,7,0,1,1,train,4816,0.62992518877159
reader_10811,clean_fileid_2411.wav,book_04466_chp_0014_reader_10811_11_K11C7WsDll4-z1WZIc9BHVY-door_Freesound_validated_145210_11_snr31_fileid_2411.wav,reader_03636,clean_fileid_2820.wav,book_07909_chp_0026_reader_03636_29_TKwgscfAgwU-7QUfd0uerU8-XnwM10h2MOg_snr34_fileid_2820.wav,-8,1,1,0,train,4817,0.6501805996190937
reader_01504,clean_fileid_9098.wav,book_07511_chp_0087_reader_01504_0_door_Freesound_validated_237739_0-WbUhAOdgU8c-IBMvk_1Aycc_snr14_fileid_9098.wav,reader_10297,clean_fileid_10427.wav,book_01227_chp_0005_reader_10297_13_PYqzmRF42RU-6F60PwNfi9k-ndLL-ycrOuM_snr37_fileid_10427.wav,-3,1,0,1,train,4818,0.7002342926198905
reader_01614,clean_fileid_5355.wav,book_02886_chp_0006_reader_01614_4_gGtVVKXKBxA-jPtxU_XaEds-door_Freesound_validated_408777_1_snr16_fileid_5355.wav,reader_06210,clean_fileid_2685.wav,book_11284_chp_0020_reader_06210_20_yNxGU49zmdA-door_Freesound_validated_164570_0-HDqMojvTFqY_snr17_fileid_2685.wav,-7,0,1,0,train,4819,0.6178188782237315
reader_06728,clean_fileid_4583.wav,book_08595_chp_0019_reader_06728_26_door_Freesound_validated_107119_0-NqVSNzW090M-7TlrfNPWrrQ_snr2_fileid_4583.wav,reader_09129,clean_fileid_2579.wav,book_04246_chp_0012_reader_09129_15_1u6KXSPpago-9gx06mcBUlU-qCApiOwKBi0_snr13_fileid_2579.wav,-7,1,0,1,train,4820,0.6811983980960293
reader_02071,clean_fileid_2822.wav,book_10514_chp_0003_reader_02071_33_y_vMcXBq8FA-NA3sHS79vN4-5pNqBgev8hY_snr16_fileid_2822.wav,reader_08951,clean_fileid_887.wav,book_11023_chp_0006_reader_08951_34__g9RqG_RerA-OqTSAIwQ_Ck-fan_Freesound_validated_349684_4_snr29_fileid_887.wav,6,1,1,1,train,4821,0.5944144794693004
reader_06957,clean_fileid_10856.wav,book_01476_chp_0008_reader_06957_8_kHhID6SE4IY-rsrXz0BJwJU-D0q7vJO5-XM_snr34_fileid_10856.wav,reader_10635,clean_fileid_607.wav,book_03992_chp_0020_reader_10635_18_squeak_squeakyChair_Freesound_validated_414106_10-vWFJs0qgfXY-typing_Freesound_validated_399603_57_snr34_fileid_607.wav,-6,1,0,0,train,4822,0.8025148755287256
reader_08837,clean_fileid_10699.wav,book_07910_chp_0007_reader_08837_21_fan_Freesound_validated_79686_4-unhLluo79DY-eJoD2oAdCpM_snr10_fileid_10699.wav,reader_06695,clean_fileid_5202.wav,book_10392_chp_0020_reader_06695_6_Th0vvzrBdjM-typing_Freesound_validated_339953_4-o6MnMMz5lII_snr13_fileid_5202.wav,3,1,1,0,train,4823,0.7447365550713616
reader_08006,clean_fileid_6381.wav,book_04471_chp_0006_reader_08006_34_jeRqXmxvEIc-OGiiRR0gjlU-KljG7fta0aE-bUyGAL6aGbY_snr16_fileid_6381.wav,reader_01054,clean_fileid_9528.wav,book_00995_chp_0002_reader_01054_0_-WDZwHfpTEo-BQZignR0oTA-lUsJacVsSg8_snr4_fileid_9528.wav,4,0,0,0,train,4824,0.6682910021929105
reader_11115,clean_fileid_7541.wav,book_09309_chp_0010_reader_11115_40_pKzuA2NtRZE-oNfE6nJVvk0-oeHWl9kJoSw_snr3_fileid_7541.wav,reader_07510,clean_fileid_3849.wav,book_03234_chp_0004_reader_07510_4_rIh78cS7a2c-fan_Freesound_validated_267497_10-m42DGZD_PsY_snr35_fileid_3849.wav,1,0,0,1,train,4825,0.8205333702412673
reader_09956,clean_fileid_2244.wav,book_05231_chp_0010_reader_09956_7_door_Freesound_validated_264471_2-BgdBxlF8CCY-breath_spit_Freesound_validated_189340_0_snr37_fileid_2244.wav,reader_01343,clean_fileid_5309.wav,book_05975_chp_0016_reader_01343_11_fan_Freesound_validated_389749_1-nCwuyWZC0cw-unrlZQdy8Vk_snr10_fileid_5309.wav,2,1,1,1,train,4826,0.6401930425941107
reader_11249,clean_fileid_4088.wav,book_03133_chp_0020_reader_11249_11_jAGMR9hhx0k-4n8_h2uNvQM-xzhDHLfPUQY_snr30_fileid_4088.wav,reader_03444,clean_fileid_8988.wav,book_09528_chp_0032_reader_03444_8_GVgn-7u6Oj0-DvxsstmH0Qo-FyUsdXVyU24_snr22_fileid_8988.wav,7,1,1,1,train,4827,0.6349676332681061
reader_06258,clean_fileid_8997.wav,book_04612_chp_0018_reader_06258_2_InOziXUIsfY-clGpYnZvwGA-0GPOuYwbghw_snr39_fileid_8997.wav,reader_04087,clean_fileid_412.wav,book_03668_chp_0030_reader_04087_33_pFCxcNOjEu4-30ujHX-yWGw-pctugCCd18w-door_Freesound_validated_46917_0_snr39_fileid_412.wav,3,1,0,0,train,4828,0.5751920403534184
reader_11223,clean_fileid_2816.wav,book_01806_chp_0013_reader_11223_31_yYtMpUmy2XU-A_WBN6fdxBk-Ee2WeRZe7w8_snr18_fileid_2816.wav,reader_05868,clean_fileid_126.wav,book_04245_chp_0028_reader_05868_31_2_L5-QLMebA-CJ9VzzN3Bxs-Qiv1-j3evd4_snr12_fileid_126.wav,8,1,0,0,train,4829,0.5705362551987163
reader_01245,clean_fileid_4650.wav,book_02557_chp_0002_reader_01245_0_7OpNTjPWSpw-VpBfdCZZ1Og-DHr-gtnw_AM_snr9_fileid_4650.wav,reader_06618,clean_fileid_6812.wav,book_04474_chp_0009_reader_06618_3_cNTFVLjx8Wo-KM_eac8TyOs-B0sturUJedQ_snr19_fileid_6812.wav,-4,1,0,1,train,4830,0.7543741304735048
reader_11346,clean_fileid_10376.wav,book_03191_chp_0005_reader_11346_30_z1P4pCtzgwM-ltKtCNRoc0Y-door_Freesound_validated_130655_1_snr25_fileid_10376.wav,reader_04364,clean_fileid_7849.wav,book_00728_chp_0001_reader_04364_21_door_Freesound_validated_372901_0-1jUZbxcxDww-L5dK74bnBOY_snr35_fileid_7849.wav,-5,1,0,0,train,4831,0.7654886916559676
reader_01328,clean_fileid_4613.wav,book_11226_chp_0005_reader_01328_47_fan_Freesound_validated_164662_1-typing_Freesound_validated_344139_6-4JHutpjrlDA_snr26_fileid_4613.wav,reader_09174,clean_fileid_5394.wav,book_05779_chp_0033_reader_09174_20_DlWZHgSeyoc-door_Freesound_validated_451008_21-yVTEJ6xO21s_snr27_fileid_5394.wav,-6,1,0,1,train,4832,0.648454163165673
reader_01429,clean_fileid_2359.wav,book_01348_chp_0004_reader_01429_3_99BpMK7Gfr4-fan_Freesound_validated_267497_129-kprpmxC80eE-NpDqIP-Whhw_snr23_fileid_2359.wav,reader_02567,clean_fileid_4296.wav,book_04000_chp_0002_reader_02567_0_lUgInsaEWfo-eFFOqszDTpA-PAS0IWFvk5E_snr7_fileid_4296.wav,-7,1,1,0,train,4833,0.7487304314021477
reader_06266,clean_fileid_5989.wav,book_09711_chp_0023_reader_06266_11_aGII6bhOWUE-vLgXJOhY_Gw-_07xbN7OYqQ_snr24_fileid_5989.wav,reader_00975,clean_fileid_4795.wav,book_05779_chp_0004_reader_00975_35_3xi8JrVA5Ao-bMKFqJ5_2qE-door_Freesound_validated_425183_30_snr22_fileid_4795.wav,7,1,0,0,train,4834,0.6936790100406259
reader_01999,clean_fileid_3819.wav,book_08551_chp_0010_reader_01999_3_BSyiXMJ6NBM-h0XbBspUR4o-vHVYp_Rwiho_snr15_fileid_3819.wav,reader_09516,clean_fileid_849.wav,book_11207_chp_0007_reader_09516_3_960TRwgDFvk-a8I7pzzhCYc-aeGJB8QRHTM_snr22_fileid_849.wav,3,0,1,0,train,4835,0.6370390492115765
reader_02419,clean_fileid_1877.wav,book_02132_chp_0076_reader_02419_1_e5E4NIVsJsI-4dw5JMqr3pQ-P8CeS5I9_u8_snr20_fileid_1877.wav,reader_04292,clean_fileid_3761.wav,book_11202_chp_0028_reader_04292_2_rDmco8JLVKQ-6GX3MBwj2_M-6uXBTS9-4kU_snr17_fileid_3761.wav,5,1,0,0,train,4836,0.6212189536468214
reader_05415,clean_fileid_10160.wav,book_09049_chp_0014_reader_05415_16_95L0VuOIZbA-ze1ayCrmNLE-2GzWNs3jXQM_snr9_fileid_10160.wav,reader_09094,clean_fileid_11692.wav,book_06144_chp_0028_reader_09094_6_t5dP27KEQ7k-TtjfDwxdyj0-SDMV5kpds5E_snr31_fileid_11692.wav,9,1,1,0,train,4837,0.7665534725089422
reader_07477,clean_fileid_4534.wav,book_08464_chp_0017_reader_07477_67_munching_Freesound_validated_242011_1-kZUPvx_nufY-QVASRjWLxHo_snr34_fileid_4534.wav,reader_04612,clean_fileid_1228.wav,book_06958_chp_0025_reader_04612_11_MEffU36a38U-O8mX3Uh3hT8-dn60AwYbB3E_snr9_fileid_1228.wav,3,1,1,1,train,4838,0.757840653710101
reader_08016,clean_fileid_4299.wav,book_07160_chp_0015_reader_08016_13_V3CQ5EUog80-DRGshegy1CM-XBn3mLlmqIc_snr30_fileid_4299.wav,reader_08537,clean_fileid_7305.wav,book_11346_chp_0012_reader_08537_23_7wJ-7XhRSuY-kWJSlfGFmQs-QjoIyXqY3_M_snr38_fileid_7305.wav,-6,1,0,0,train,4839,0.7511119400696781
reader_02130,clean_fileid_4786.wav,book_03552_chp_0007_reader_02130_3_UjMbiDzv5m4-S-SWavbteM0-typing_Freesound_validated_155569_0_snr29_fileid_4786.wav,reader_06781,clean_fileid_1724.wav,book_01501_chp_0017_reader_06781_3_squeak_squeakyChair_Freesound_validated_154380_0-Bkd85d6Uvm8-fan_Freesound_validated_267497_12_snr10_fileid_1724.wav,0,1,1,0,train,4840,0.7748790747698284
reader_01618,clean_fileid_2952.wav,book_06909_chp_0021_reader_01618_14_6jku05EMKFs-mMuMvwqrUbU-7t_HWQEn9JY_snr4_fileid_2952.wav,reader_00563,clean_fileid_7642.wav,book_01505_chp_0012_reader_00563_30_DEAF8XXAhUo-FwI80MBPzeA-AsZGviJM2oU_snr17_fileid_7642.wav,1,1,0,0,train,4841,0.7700798142176934
reader_07146,clean_fileid_3690.wav,book_06174_chp_0038_reader_07146_16_lGgMxzzvOOw-typing_Freesound_validated_458267_17-squeak_squeakyChair_Freesound_validated_429669_0_snr14_fileid_3690.wav,reader_02310,clean_fileid_5089.wav,book_07862_chp_0013_reader_02310_43_door_Freesound_validated_219487_0-VK9uFm_fj9g-kBz97VuCPM4_snr26_fileid_5089.wav,7,0,1,1,train,4842,0.6088925775424326
reader_03297,clean_fileid_10122.wav,book_03287_chp_0002_reader_03297_3_V5ux3CuvY38-door_Freesound_validated_212077_5-WqblhIkuodQ_snr15_fileid_10122.wav,reader_11205,clean_fileid_3977.wav,book_05506_chp_0032_reader_11205_2_3Sml1wHcuxo-x_BRt-8R8cA-CCQvJjtZyhM_snr13_fileid_3977.wav,-7,1,1,1,train,4843,0.5938137508729063
reader_02584,clean_fileid_8251.wav,book_00375_chp_0010_reader_02584_30_IXf7jcHn0Hg-t5MhasjNNnk-hV172SsH97w_snr8_fileid_8251.wav,reader_06191,clean_fileid_6494.wav,book_00977_chp_0004_reader_06191_9_NmtmUxUTXck-Toc-pfKn7x4-LghN-YYPexE_snr22_fileid_6494.wav,2,1,1,0,train,4844,0.793644979771292
reader_11450,clean_fileid_8774.wav,book_00472_chp_0009_reader_11450_12_typing_Freesound_validated_237612_13-door_Freesound_validated_380784_10-US1qR7N5Jjc_snr16_fileid_8774.wav,reader_02314,clean_fileid_6755.wav,book_05928_chp_0008_reader_02314_2_door_Freesound_validated_216878_0-door_Freesound_validated_383839_0-VOu5VtESObs_snr15_fileid_6755.wav,9,1,1,1,train,4845,0.7291374667045784
reader_03513,clean_fileid_7429.wav,book_03008_chp_0003_reader_03513_22_bclwuATFuOk-door_Freesound_validated_322423_0-J7DeQFyq6Eg_snr24_fileid_7429.wav,reader_10487,clean_fileid_2556.wav,book_09677_chp_0025_reader_10487_8_typing_Freesound_validated_426338_4-2kp8Xm_0f-g-yPZxy48QxvY_snr7_fileid_2556.wav,2,1,1,0,train,4846,0.7584811170760867
reader_01328,clean_fileid_8592.wav,book_11226_chp_0005_reader_01328_43_mh5zE4tECac-3fQR49gE2p0-6XFsMEqQ15Y_snr27_fileid_8592.wav,reader_02053,clean_fileid_3916.wav,book_10067_chp_0002_reader_02053_1_PJtiavoi4No-Khy6Awt3MbM-RQyqUhrcpOQ_snr35_fileid_3916.wav,-7,1,0,0,train,4847,0.8235125916838923
reader_05437,clean_fileid_781.wav,book_03324_chp_0017_reader_05437_1_CkA8NltvQJk-door_Freesound_validated_336659_1-8tgUPnq6Gkw_snr21_fileid_781.wav,reader_02441,clean_fileid_8360.wav,book_03983_chp_0014_reader_02441_53_door_Freesound_validated_460364_4-WZRE-nYsO3Y-KSgGhiu_gik_snr24_fileid_8360.wav,-4,0,0,0,train,4848,0.7880118135602937
reader_02586,clean_fileid_6486.wav,book_06224_chp_0004_reader_02586_10_door_Freesound_validated_365650_0-J1EeiJNg7yY-Zi2p9q4F6BI_snr37_fileid_6486.wav,reader_06957,clean_fileid_8473.wav,book_01476_chp_0008_reader_06957_2_tzA4xWJ2snk-lnFvt_laAOY-Ni2SsHHZ_TQ_snr6_fileid_8473.wav,-9,1,1,1,train,4849,0.666870381842942
reader_08232,clean_fileid_7669.wav,book_04149_chp_0001_reader_08232_30_kJAzkUV-0dQ-U4LU2ZfIWdk-squeak_squeakyChair_Freesound_validated_267220_7_snr3_fileid_7669.wav,reader_02209,clean_fileid_11759.wav,book_05077_chp_0012_reader_02209_57_nPZj7MvaWow-TImceL4VyvQ-vDwW3dPT78I-XMtRDKlWN80_snr12_fileid_11759.wav,7,1,1,1,train,4850,0.6093560132364894
reader_03061,clean_fileid_7308.wav,book_07842_chp_0011_reader_03061_7_sIuj4PxoiYQ-rcBptuPucTg-5AZ_h60CK5U_snr10_fileid_7308.wav,reader_03745,clean_fileid_738.wav,book_10130_chp_0004_reader_03745_10_gqaOWCZ458E-Lpcvxq1eJuc-b3l1AJxU8iw_snr20_fileid_738.wav,-5,1,0,1,train,4851,0.7957461731978198
reader_06108,clean_fileid_5616.wav,book_03313_chp_0009_reader_06108_9_door_Freesound_validated_380784_6-PXMAdicDks8-typing_Freesound_validated_432785_8_snr31_fileid_5616.wav,reader_05373,clean_fileid_11324.wav,book_00057_chp_0014_reader_05373_17_7bH-Y6QgJ6w-2quuYEvDDvo-fhMFdhv4BlI_snr21_fileid_11324.wav,5,0,1,1,train,4852,0.5548035788399354
reader_02884,clean_fileid_3278.wav,book_05570_chp_0023_reader_02884_70_wg6UAjOjyzA-luERgZ_gGdo-munching_Freesound_validated_445134__brendansound12__eating-chips_0_snr14_fileid_3278.wav,reader_04038,clean_fileid_6273.wav,book_01567_chp_0012_reader_04038_8_squeak_squeakyChair_Freesound_validated_397670_10-bz1NL_cur2k-LHXwvG4q8a0_snr21_fileid_6273.wav,-8,1,1,1,train,4853,0.6845503479548376
reader_05415,clean_fileid_1898.wav,book_09049_chp_0014_reader_05415_2_door_Freesound_validated_233223_0-2uKe21j_-Vo-OMD447xG6kY_snr27_fileid_1898.wav,reader_06897,clean_fileid_10355.wav,book_04754_chp_0067_reader_06897_13_squeak_squeakyChair_Freesound_validated_413694_2-TOni28RRVqU-FAK0IMnk6XI-qY_RUCg4_V8_snr23_fileid_10355.wav,4,1,1,1,train,4854,0.8346634620361275
reader_08000,clean_fileid_11600.wav,book_05327_chp_0023_reader_08000_3_3gmASXfINhY-zsLxS-uLJTw-M15fq_V34vo_snr29_fileid_11600.wav,reader_01375,clean_fileid_6427.wav,book_08463_chp_0002_reader_01375_22_4-nOQMhEpuo-fZZUGOwk8Ds-BiAJERq4qe8_snr35_fileid_6427.wav,9,1,0,1,train,4855,0.8130946338597049
reader_06919,clean_fileid_338.wav,book_09393_chp_0017_reader_06919_24_squeak_squeakyChair_Freesound_validated_450862_1-0BTS8X0-F_o-e5WrwzckBrk_snr2_fileid_338.wav,reader_11951,clean_fileid_2269.wav,book_02580_chp_0001_reader_11951_4_qLmIk9YlpdM-0vzZ8enGO-U-door_Freesound_validated_179152_2-door_Freesound_validated_331231_6_snr20_fileid_2269.wav,-1,1,1,1,train,4856,0.8218994771958881
reader_07236,clean_fileid_8045.wav,book_10378_chp_0030_reader_07236_13_0MlzwOND5w8-RIiMwqLTTlE-3RwL6aUemiw_snr30_fileid_8045.wav,reader_02090,clean_fileid_8541.wav,book_07523_chp_0014_reader_02090_27_qzqO_lmD9-g-97u1gotx5rU-2SiG7kjKRxE_snr10_fileid_8541.wav,-2,1,0,1,train,4857,0.6231542663208495
reader_02605,clean_fileid_11145.wav,book_07902_chp_0022_reader_02605_0_ISnD-0t4pu4-door_Freesound_validated_257372_54-VRpdj-k4VTE_snr0_fileid_11145.wav,reader_09913,clean_fileid_2112.wav,book_02170_chp_0003_reader_09913_8_mTnFZc0Grew-Yrc4uoMGZmQ-JeNY-jWr7_E_snr4_fileid_2112.wav,0,1,1,0,train,4858,0.793672754259288
reader_11236,clean_fileid_335.wav,book_03133_chp_0017_reader_11236_34_R_JZabzgYmA-VSATbUkT1Hs-bP-wtzn9K-g_snr18_fileid_335.wav,reader_00449,clean_fileid_9997.wav,book_08420_chp_0009_reader_00449_2_Z7l7PHbh2LA-bzhCR8AGVB8-3n4G4MbYRFE_snr36_fileid_9997.wav,3,1,0,1,train,4859,0.8096883335869718
reader_06257,clean_fileid_1149.wav,book_00457_chp_0004_reader_06257_3_sXN4mKNIT_o-fan_Freesound_validated_465613_2-expwEgF2GKw_snr36_fileid_1149.wav,reader_03997,clean_fileid_6879.wav,book_03922_chp_0001_reader_03997_8_7l719cHDwzU-GKbldfNmkZ8-B472XqhdZmA_snr9_fileid_6879.wav,1,1,0,1,train,4860,0.6878073921738745
reader_09773,clean_fileid_9051.wav,book_09451_chp_0014_reader_09773_1_2WhiAtZ9JrU-DTKOdmRUXHM-ndSCOQkbm7s_snr5_fileid_9051.wav,reader_07153,clean_fileid_6704.wav,book_03180_chp_0009_reader_07153_17_YfmyQXpfL1Q-wo5WIugfHzk-IviaEVKaE-Q_snr26_fileid_6704.wav,-4,1,1,0,train,4861,0.8360124864210543
reader_09533,clean_fileid_3789.wav,book_00693_chp_0015_reader_09533_36_to4YJmaJ19k-NVzxohzcni8-jmuFqU0zKKw_snr35_fileid_3789.wav,reader_01296,clean_fileid_2467.wav,book_03549_chp_0002_reader_01296_14_RMfc-xuvnqA-typing_Freesound_validated_446021_1-96STbufCSlE_snr23_fileid_2467.wav,0,1,0,0,train,4862,0.8364546780389103
reader_11192,clean_fileid_4106.wav,book_09331_chp_0019_reader_11192_0_dMh2j7XvR5w-a7rVOYnCRSo-FIQHwbLU_uo-3ER_R_mYs08_snr39_fileid_4106.wav,reader_00077,clean_fileid_8313.wav,book_11176_chp_0061_reader_00077_3_fan_Freesound_validated_31571_0-door_Freesound_validated_348006_0-typing_Freesound_validated_381229__snr12_fileid_8313.wav,6,1,0,1,train,4863,0.6201594803921837
reader_02369,clean_fileid_5708.wav,book_10254_chp_0003_reader_02369_37_Fu8abC49YTQ-F-aTKc_Lb1Y-J6QMy5mEL9A_snr5_fileid_5708.wav,reader_02358,clean_fileid_4876.wav,book_02604_chp_0013_reader_02358_9__UJ_hw_WDGk-81dDCTY_f_I-qJBJMadDPWI_snr22_fileid_4876.wav,-2,1,0,1,train,4864,0.700366058318979
reader_07076,clean_fileid_10038.wav,book_07113_chp_0008_reader_07076_11_door_Freesound_validated_62531_9-O7_Kvvhwf_o-nRZUWtBy0_U_snr13_fileid_10038.wav,reader_02772,clean_fileid_2140.wav,book_04060_chp_0008_reader_02772_32_jod3MdJtXqs-door_Freesound_validated_204489_21-I5q38o16vvk_snr20_fileid_2140.wav,2,1,0,0,train,4865,0.82485606027576
reader_06032,clean_fileid_9517.wav,book_02652_chp_0011_reader_06032_2_jEWB-Ben_qY-oI4fmXEG3Vs-7zMLgJTiP08_snr14_fileid_9517.wav,reader_10855,clean_fileid_7312.wav,book_06245_chp_0001_reader_10855_36_25QgfSwtg3E-rnt49Gt_BJ0-Iu1h_-DryxA_snr2_fileid_7312.wav,5,1,1,0,train,4866,0.5843724784496473
reader_03115,clean_fileid_7300.wav,book_05999_chp_0003_reader_03115_25_jUawngF7joA-door_Freesound_validated_175835_4-tKC0CQliqrs_snr7_fileid_7300.wav,reader_02555,clean_fileid_3557.wav,book_09300_chp_0012_reader_02555_17_CR7jVZCQlW8-oHVIQok2lPc-i_mOq2nw-T8_snr12_fileid_3557.wav,-8,1,1,0,train,4867,0.6232231912114944
reader_06177,clean_fileid_2547.wav,book_03815_chp_0007_reader_06177_7_YzVBPQIEvkk-edQ-qJnZNJo-QLZFV6zinug_snr33_fileid_2547.wav,reader_11195,clean_fileid_8433.wav,book_10732_chp_0035_reader_11195_0_8yWN79iJeFc-SQ-m6UUeh4E-door_Freesound_validated_452372_0_snr2_fileid_8433.wav,-6,1,0,0,train,4868,0.7052218329837503
reader_11182,clean_fileid_6723.wav,book_09962_chp_0010_reader_11182_74_2D4bDOIAkDA-e22Y6t1zhac-NYs6AeDkyJY_snr3_fileid_6723.wav,reader_08264,clean_fileid_6007.wav,book_04850_chp_0003_reader_08264_29_PaqgVZ9-oXg-i5tIA6dtMlw-zWD8zHSlXvI_snr39_fileid_6007.wav,6,1,0,1,train,4869,0.5761585123905378
reader_00884,clean_fileid_6206.wav,book_10243_chp_0005_reader_00884_2_oqXMXX2Gz0M-0s9xZLjN5X8-fan_Freesound_validated_267497_120_snr9_fileid_6206.wav,reader_00546,clean_fileid_3574.wav,book_09712_chp_0029_reader_00546_7_door_Freesound_validated_390196_1-KcM5lz1e_7s-Riu9TpsQ_mk_snr17_fileid_3574.wav,-10,1,1,1,train,4870,0.8288861392274096
reader_09056,clean_fileid_9506.wav,book_03287_chp_0021_reader_09056_25_aTAvOOE7dr4-EiGSO5i6g1c-TTpCKkBkBtI_snr0_fileid_9506.wav,reader_08144,clean_fileid_2721.wav,book_03075_chp_0003_reader_08144_43_lIbmWPu_mmU-door_Freesound_validated_137030_0-Vbv6EmIKYrM_snr36_fileid_2721.wav,-2,1,1,0,train,4871,0.6768006847550667
reader_06475,clean_fileid_11430.wav,book_03465_chp_0008_reader_06475_5_sbIUwqfKogw--HEV_kV--eM-door_Freesound_validated_257372_35_snr22_fileid_11430.wav,reader_11560,clean_fileid_8770.wav,book_00648_chp_0004_reader_11560_49_N-LO3sRsxyw-4XzxCHd_vaY-3kFdPJU4F30_snr35_fileid_8770.wav,6,1,0,1,train,4872,0.7711346267784303
reader_03316,clean_fileid_5900.wav,book_02285_chp_0003_reader_03316_8_swFsfU1j5Ws-z5T_58rBMhk-squeak_squeakyChair_Freesound_validated_35033_4_snr4_fileid_5900.wav,reader_11065,clean_fileid_10200.wav,book_02715_chp_0010_reader_11065_35_door_Freesound_validated_264889_8-breath_spit_Freesound_validated_180204_12-dWq2CbJLHnY_snr0_fileid_10200.wav,2,1,0,0,train,4873,0.7458521193548269
reader_06943,clean_fileid_1063.wav,book_02692_chp_0005_reader_06943_4_squeak_squeakyChair_Freesound_validated_448114_1-v3HrNMb2yYo-h9Y9kStdlFs_snr5_fileid_1063.wav,reader_09257,clean_fileid_1052.wav,book_08464_chp_0008_reader_09257_1_gtyzCXoRUsM-TK3kaYG2WRo-NnaXQ25eMvQ_snr7_fileid_1052.wav,4,1,0,0,train,4874,0.7397281064437179
reader_08260,clean_fileid_11216.wav,book_02397_chp_0011_reader_08260_44_SOXGVSb3RXg-H_XC4SKn94g-6mZduPyHlz0_snr16_fileid_11216.wav,reader_05437,clean_fileid_781.wav,book_03324_chp_0017_reader_05437_1_CkA8NltvQJk-door_Freesound_validated_336659_1-8tgUPnq6Gkw_snr21_fileid_781.wav,-3,1,1,1,train,4875,0.7536103605794072
reader_06501,clean_fileid_6968.wav,book_01283_chp_0081_reader_06501_7_JU4rLLFE1wI-t1oOJ06ay4U-door_Freesound_validated_448374_0_snr39_fileid_6968.wav,reader_01585,clean_fileid_6997.wav,book_04605_chp_0002_reader_01585_17_mOMJXtkZeP8-kbXnhjf-S3Y-d1dE-YDlI9U_snr2_fileid_6997.wav,-3,1,0,0,train,4876,0.5632124419759965
reader_05594,clean_fileid_6986.wav,book_08595_chp_0007_reader_05594_52_VA2WEfAnnsQ-KEpLiATzYos-CGPxaXQVd_U_snr32_fileid_6986.wav,reader_04213,clean_fileid_3791.wav,book_04984_chp_0026_reader_04213_2_-B4Jy1THLeU-fan_Freesound_validated_166942_1-bwinum_FWXU_snr4_fileid_3791.wav,-9,1,1,1,train,4877,0.6144052644019733
reader_06672,clean_fileid_4080.wav,book_00677_chp_0022_reader_06672_12_door_Freesound_validated_462669_0-door_Freesound_validated_466096_0-RANV_2tGO-o_snr13_fileid_4080.wav,reader_04465,clean_fileid_9489.wav,book_10844_chp_0011_reader_04465_27_Y8EAjOoMCzo-hqdkGZ9G_1E-ZoTvyloShAE_snr25_fileid_9489.wav,-1,1,0,0,train,4878,0.7644509647919718
reader_00171,clean_fileid_9549.wav,book_03055_chp_0002_reader_00171_7_tTnKm3YSBbc-aEWZULHRlPY-NwQIJbxgbRI-door_Freesound_validated_203943_1_snr2_fileid_9549.wav,reader_08577,clean_fileid_2945.wav,book_04939_chp_0001_reader_08577_43_fan_Freesound_validated_263505_7-80_diuyoKXQ-DInTnahdaSE_snr24_fileid_2945.wav,-6,0,1,1,train,4879,0.808650357791509
reader_05527,clean_fileid_5993.wav,book_01218_chp_0001_reader_05527_7_-ccmI0GMQ-0-g-MwtYHVNvM-UWi-vmj9Ask_snr15_fileid_5993.wav,reader_10599,clean_fileid_3938.wav,book_00237_chp_0007_reader_10599_44_7o9StsEjiBA-kN_WabcDsgk-door_Freesound_validated_457240_0_snr12_fileid_3938.wav,5,1,1,1,train,4880,0.7369556960287496
reader_00099,clean_fileid_6979.wav,book_02249_chp_0002_reader_00099_42_o1n68YyTebM-MwqPNb-7VPI-ZdiPtYL35Uk_snr11_fileid_6979.wav,reader_08804,clean_fileid_5601.wav,book_06403_chp_0005_reader_08804_29_GiotFMufpqc-2IN_u6KBwZE-1y2nPnpYUmc_snr14_fileid_5601.wav,8,1,1,0,train,4881,0.7345457272914281
